HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA_Population_Type,pct_of_pop_below_poverty,Longitude,Latitude
Southeast Fresno,1069990639,Geographic HPSA,Primary Care,0,CA,Withdrawn,02/26/1979,04/02/1984,,Geographic Population,30,,
Southwest Shasta (MSSA 186),106999065Y,Geographic HPSA,Primary Care,0,CA,Withdrawn,09/16/1994,04/30/2004,,Geographic Population,13.2,,
Squaw Valley (MSSA 32),106999069Z,Geographic HPSA,Primary Care,0,CA,Withdrawn,06/04/2001,05/01/2006,,Geographic Population,15.9,,
Stanislaus/Yosemite,1069990631,Geographic HPSA,Primary Care,0,CA,Withdrawn,05/01/1979,11/03/2011,,Geographic Population,,,
Stewarts Point,106999060X,Geographic HPSA,Primary Care,0,CA,Withdrawn,10/21/1983,06/22/1987,,Geographic Population,0,,
Surprise Valley,106999060G,Geographic HPSA,Primary Care,0,CA,Withdrawn,07/08/1981,05/30/2001,,Geographic Population,12.5,,
Sutter Creek/Plymouth,1069990632,Geographic HPSA,Primary Care,0,CA,Withdrawn,05/01/1979,04/02/1984,,Geographic Population,0,,
Tenderloin,106999060K,Geographic HPSA,Primary Care,0,CA,Withdrawn,12/02/1981,02/08/1994,,Geographic Population,29.2,,
Tri-Community,106999060E,Geographic HPSA,Primary Care,0,CA,Withdrawn,04/02/1981,05/16/1985,,Geographic Population,0,,
Trinidad,1069990602,Geographic HPSA,Primary Care,0,CA,Withdrawn,06/07/1978,04/17/1989,,Geographic Population,14,,
Tuolumne City,1069990686,Geographic HPSA,Primary Care,0,CA,Withdrawn,03/21/1980,04/02/1984,,Geographic Population,0,,
Venice,106999060U,Geographic HPSA,Primary Care,0,CA,Withdrawn,05/27/1983,09/30/1996,,Geographic Population,22.4,,
Watsonville,106999063W,Geographic HPSA,Primary Care,0,CA,Withdrawn,04/02/1993,09/20/1999,,Geographic Population,12.9,,
West Adams (MSSA 78.2NNN),10699906C2,Geographic HPSA,Primary Care,0,CA,Withdrawn,12/13/2001,11/03/2011,,Geographic Population,,,
West Berkeley,1069990636,Geographic HPSA,Primary Care,0,CA,Withdrawn,04/12/1979,05/30/1997,,Geographic Population,22.1,,
West Compton,106999060N,Geographic HPSA,Primary Care,0,CA,Withdrawn,03/12/1982,10/02/1995,,Geographic Population,26.9,,
West Imperial,106999063L,Geographic HPSA,Primary Care,0,CA,Withdrawn,04/02/1993,03/31/1998,,Geographic Population,17.8,,
West Modesto,106999063X,Geographic HPSA,Primary Care,0,CA,Withdrawn,04/02/1993,09/20/1999,,Geographic Population,26.9,,
West Point/Wilseyville,1069990633,Geographic HPSA,Primary Care,0,CA,Withdrawn,05/01/1979,06/16/2000,,Geographic Population,14.4,,
Willow Creek/Hoopa (MSSA 38),1069990638,Geographic HPSA,Primary Care,0,CA,Withdrawn,08/02/1988,11/14/2011,,Geographic Population,,,
Willows,106999064G,Geographic HPSA,Primary Care,0,CA,Withdrawn,06/17/1993,09/20/1999,,Geographic Population,18.2,,
Winterhaven/Bard (MSSA 46),10699906C8,Geographic HPSA,Primary Care,0,CA,Withdrawn,01/09/2003,05/13/2005,,Geographic Population,34.8,,
Wrightwood,1069990634,Geographic HPSA,Primary Care,0,CA,Withdrawn,01/11/1979,04/02/1984,,Geographic Population,0,,
Archuleta County,1083244293,Geographic HPSA,Primary Care,14,CO,Designated,03/23/1979,,,Geographic Population,11,,
Avondale/Boone,1089990804,Geographic HPSA,Primary Care,0,CO,Withdrawn,08/04/1978,08/12/1994,,Geographic Population,24.3,,
Baca,108009,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/08/1978,02/17/2011,,Geographic Population,,,
Calhan/Yoder,1087003502,Geographic HPSA,Primary Care,15,CO,Designated,06/13/1980,,,Geographic Population,8.8,,
Castle Rock,1089990832,Geographic HPSA,Primary Care,0,CO,Withdrawn,07/26/1990,10/02/1995,,Geographic Population,5,,
Cheyenne County,1082734777,Geographic HPSA,Primary Care,15,CO,Designated,06/19/2012,,,Geographic Population,8.6,,
Clear Creek County,1086732853,Geographic HPSA,Primary Care,16,CO,Designated,12/31/1990,,,Geographic Population,9.2,,
Collbran,1089990813,Geographic HPSA,Primary Care,0,CO,Withdrawn,06/18/1980,09/20/1999,,Geographic Population,26.2,,
Commerce City,1089990810,Geographic HPSA,Primary Care,0,CO,Withdrawn,11/19/1979,06/29/2012,,Geographic Population,,,
Conejos County,108021,Geographic HPSA,Primary Care,12,CO,Withdrawn,11/30/1987,07/01/2016,,Geographic Population,23,,
Conejos County,1086689702,Geographic HPSA,Primary Care,16,CO,Designated,04/05/2017,,,Geographic Population,18.6,,
Costilla County,1089738797,Geographic HPSA,Primary Care,18,CO,Designated,04/06/1978,,,Geographic Population,24.9,,
Cripple Creek,1089990805,Geographic HPSA,Primary Care,0,CO,Withdrawn,07/10/1979,05/30/1997,,Geographic Population,9.2,,
Crook/Fleming Service Area,1089990844,Geographic HPSA,Primary Care,0,CO,Withdrawn,12/30/1994,04/02/2010,,Geographic Population,,,
Custer County,1081724138,Geographic HPSA,Primary Care,14,CO,Designated,03/23/1979,,,Geographic Population,17.6,,
Dolores County,1087059703,Geographic HPSA,Primary Care,18,CO,Designated,03/23/1979,,,Geographic Population,20,,
Eagle-Gypsum,1089990835,Geographic HPSA,Primary Care,0,CO,Withdrawn,06/18/1992,05/30/1997,,Geographic Population,8.8,,
Eastern San Miguel County,1087890040,Geographic HPSA,Primary Care,12,CO,Designated,11/25/2015,,,Geographic Population,9.2,,
Elbert,108039,Geographic HPSA,Primary Care,0,CO,Withdrawn,01/22/1982,10/16/1986,,Geographic Population,7,,
Fairplay,1089990806,Geographic HPSA,Primary Care,0,CO,Withdrawn,07/10/1979,11/10/1999,,Geographic Population,9,,
Flagler,1089990816,Geographic HPSA,Primary Care,0,CO,Withdrawn,05/27/1981,09/06/1989,,Geographic Population,18,,
Fremont,108043,Geographic HPSA,Primary Care,14,CO,Withdrawn,11/16/1999,01/11/2013,,Geographic Population,,,
Gardner,1089990824,Geographic HPSA,Primary Care,0,CO,Withdrawn,04/04/1985,06/04/2005,,Geographic Population,36.1,,
Gilpin County,1087337749,Geographic HPSA,Primary Care,19,CO,Designated,10/11/1984,,,Geographic Population,10.3,,
Globeville,1089990842,Geographic HPSA,Primary Care,0,CO,Withdrawn,08/18/1994,09/15/2000,,Geographic Population,35.5,,
Grand County,1087193669,Geographic HPSA,Primary Care,13,CO,Designated,07/22/2014,,,Geographic Population,12,,
Gunnison County,1082488426,Geographic HPSA,Primary Care,14,CO,Designated,10/27/2017,,,Geographic Population,17.6,,
Hayden,1089990815,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/23/1979,10/11/1984,,Geographic Population,0,,
Hinsdale,108053,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/06/1979,11/03/2011,,Geographic Population,,,
Jackson County,108057,Geographic HPSA,Primary Care,16,CO,Withdrawn,03/04/1991,09/04/2013,,Geographic Population,,,
Jackson County,1086751695,Geographic HPSA,Primary Care,14,CO,Designated,04/04/2017,,,Geographic Population,14.7,,
Julesburg (Colorado/Nebraska),1089990822,Geographic HPSA,Primary Care,0,CO,Withdrawn,05/31/1978,12/22/2011,,Geographic Population,,,
Kit Carson,1089990823,Geographic HPSA,Primary Care,0,CO,Withdrawn,10/11/1984,08/14/1987,,Geographic Population,24,,
Kit Carson,108063,Geographic HPSA,Primary Care,0,CO,Withdrawn,05/28/1996,02/20/2002,,Geographic Population,15.2,,
Kremmling,1089990834,Geographic HPSA,Primary Care,0,CO,Withdrawn,05/07/1991,10/02/1995,,Geographic Population,12.1,,
La Casa,1089990854,Geographic HPSA,Primary Care,0,CO,Withdrawn,07/17/1997,12/17/2001,,Geographic Population,28.2,,
La Plata County,1087497014,Geographic HPSA,Primary Care,14,CO,Designated,12/23/2015,,,Geographic Population,11,,
Lake,108065,Geographic HPSA,Primary Care,13,CO,Withdrawn,03/31/2005,09/03/2010,,Geographic Population,,,
Lake George,1089990830,Geographic HPSA,Primary Care,0,CO,Withdrawn,02/06/1989,11/10/1999,,Geographic Population,10.2,,
Lamar,1089990821,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/26/1984,02/23/1988,,Geographic Population,18,,
Las Animas,1089990819,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/26/1984,10/11/1984,,Geographic Population,12,,
Las Animas,108071,Geographic HPSA,Primary Care,0,CO,Withdrawn,02/03/2006,01/11/2011,,Geographic Population,,,
Limon/Hugo/Simla,1089990826,Geographic HPSA,Primary Care,0,CO,Withdrawn,10/16/1986,04/21/2006,,Geographic Population,18.1,,
Logan,108075,Geographic HPSA,Primary Care,0,CO,Withdrawn,07/10/1979,10/11/1984,,Geographic Population,10,,
Meeker,1089990833,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/29/1991,09/15/2000,,Geographic Population,15.5,,
Mineral County,1082307201,Geographic HPSA,Primary Care,7,CO,Designated,02/21/2012,,,Geographic Population,6.8,,
Moffat County,1086098043,Geographic HPSA,Primary Care,12,CO,Designated,04/04/2017,,,Geographic Population,11.6,,
Montbello,1089990840,Geographic HPSA,Primary Care,0,CO,Withdrawn,05/19/1994,01/26/2009,,Geographic Population,10.7,,
Northeastern Park,10899908D4,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/19/2008,03/27/2009,,Geographic Population,4,,
Northern Chaffee,1089990843,Geographic HPSA,Primary Care,0,CO,Withdrawn,09/01/1994,09/15/2000,,Geographic Population,13,,
Nucla/Noorwood Service Area,1082228667,Geographic HPSA,Primary Care,17,CO,Designated,05/03/1978,,,Geographic Population,15.9,,
Oak Creek/Yampa,1088821493,Geographic HPSA,Primary Care,11,CO,Designated,08/25/1981,,,Geographic Population,12.6,,
Park County,1086715778,Geographic HPSA,Primary Care,17,CO,Designated,11/10/1999,,,Geographic Population,8.2,,
Rangely Service Area,1089990820,Geographic HPSA,Primary Care,0,CO,Withdrawn,03/26/1984,07/01/2010,,Geographic Population,,,
Red Feather Lakes Division,1083813132,Geographic HPSA,Primary Care,16,CO,Designated,06/14/2006,,,Geographic Population,11.6,,
Rifle,1089990836,Geographic HPSA,Primary Care,0,CO,Withdrawn,12/16/1992,11/15/2001,,Geographic Population,11.7,,
Rifle,1089990818,Geographic HPSA,Primary Care,0,CO,Withdrawn,08/19/1983,12/01/1983,,Geographic Population,8,,
Rio Blanco,108103,Geographic HPSA,Primary Care,0,CO,Withdrawn,02/08/1979,03/26/1984,,Geographic Population,5,,
Rocky Ford/Ordway,1089990812,Geographic HPSA,Primary Care,0,CO,Withdrawn,01/14/1980,02/23/1988,,Geographic Population,20,,
San Juan County,1088310645,Geographic HPSA,Primary Care,7,CO,Designated,06/14/2012,,,Geographic Population,16.5,,
San Miguel,108113,Geographic HPSA,Primary Care,0,CO,Withdrawn,05/03/1978,10/11/1984,,Geographic Population,16,,
Strasburg Service Area,1089308188,Geographic HPSA,Primary Care,12,CO,Designated,03/06/1979,,,Geographic Population,6.4,,
Washington County,1086860930,Geographic HPSA,Primary Care,11,CO,Designated,07/10/1979,,,Geographic Population,12.9,,
Western Elbert County,1085313438,Geographic HPSA,Primary Care,14,CO,Designated,10/16/1986,,,Geographic Population,6.8,,
Western Garfield County,10899908C4,Geographic HPSA,Primary Care,0,CO,Withdrawn,06/14/2006,06/29/2012,,Geographic Population,,,
Western Moffat County,108999080D,Geographic HPSA,Primary Care,13,CO,Withdrawn,12/06/2013,06/26/2017,,Geographic Population,,,
Western Park Service Area,10899908A8,Geographic HPSA,Primary Care,0,CO,Withdrawn,12/10/2004,03/27/2009,,Geographic Population,8.4,,
Yuma,108125,Geographic HPSA,Primary Care,0,CO,Withdrawn,07/10/1979,06/15/1988,,Geographic Population,17,,
Brooklyn/South End/Hopeville/East End,1099990913,Geographic HPSA,Primary Care,0,CT,Withdrawn,06/07/1979,12/31/1983,,Geographic Population,0,,
Central Groton,1099990930,Geographic HPSA,Primary Care,0,CT,Withdrawn,10/21/1994,12/14/2004,,Geographic Population,5.3,,
Central Waterbury,1099990927,Geographic HPSA,Primary Care,0,CT,Withdrawn,08/12/1994,06/18/2002,,Geographic Population,25.4,,
Central/East Bridgeport,1099990923,Geographic HPSA,Primary Care,0,CT,Withdrawn,04/19/1993,05/23/2012,,Geographic Population,,,
Charter Oak Terrace/Rice Heights,1099990912,Geographic HPSA,Primary Care,0,CT,Withdrawn,05/16/1979,05/10/2012,,Geographic Population,,,
Enfield,1099990901,Geographic HPSA,Primary Care,0,CT,Withdrawn,07/21/1978,12/31/1983,,Geographic Population,0,,
North Central Bridgeport,1099990906,Geographic HPSA,Primary Care,0,CT,Withdrawn,05/05/1978,12/31/1983,,Geographic Population,16,,
North Central Hartford,1099990902,Geographic HPSA,Primary Care,0,CT,Withdrawn,04/07/1978,05/10/2012,,Geographic Population,,,
South End Stamford,1099990922,Geographic HPSA,Primary Care,0,CT,Withdrawn,04/06/1993,03/23/2001,,Geographic Population,24.3,,
South Norwalk,1099990908,Geographic HPSA,Primary Care,0,CT,Withdrawn,05/05/1978,12/31/1983,,Geographic Population,16,,
Southwest Bridgeport,1099990905,Geographic HPSA,Primary Care,0,CT,Withdrawn,05/05/1978,05/23/2012,,Geographic Population,,,
Vernon,1099990964,Geographic HPSA,Primary Care,0,CT,Withdrawn,07/05/2006,06/29/2012,,Geographic Population,,,
Waterville/Buck's Hill,1099990914,Geographic HPSA,Primary Care,0,CT,Withdrawn,06/07/1979,12/31/1983,,Geographic Population,0,,
West Haven,1099990916,Geographic HPSA,Primary Care,0,CT,Withdrawn,10/10/1979,12/31/1983,,Geographic Population,0,,
West Rock/Newhallville,1099990917,Geographic HPSA,Primary Care,0,CT,Withdrawn,10/10/1979,12/31/1983,,Geographic Population,12,,
Brentwood,1119991109,Geographic HPSA,Primary Care,0,DC,Withdrawn,12/23/1993,06/06/2001,,Geographic Population,23,,
Mt. Pleasant/Upper Cardozo,1119991105,Geographic HPSA,Primary Care,0,DC,Withdrawn,01/13/1993,04/16/2012,,Geographic Population,,,
North Capital,1119991102,Geographic HPSA,Primary Care,0,DC,Withdrawn,05/21/1981,06/17/1985,,Geographic Population,44,,
Suitland,1119991107,Geographic HPSA,Primary Care,0,DC,Withdrawn,03/26/1993,09/20/1999,,Geographic Population,27.2,,
Central Wilmington,1102441385,Geographic HPSA,Primary Care,8,DE,Designated,09/14/2006,,,Geographic Population,36.7,,
Middletown-Odessa,1109991003,Geographic HPSA,Primary Care,0,DE,Withdrawn,05/11/1978,11/03/2011,,Geographic Population,,,
Mid-Sussex (Indian River),1109991002,Geographic HPSA,Primary Care,0,DE,Withdrawn,05/22/1978,03/26/1990,,Geographic Population,13,,
Westside,1109991014,Geographic HPSA,Primary Care,0,DE,Withdrawn,09/14/2006,04/16/2010,,Geographic Population,,,
Wilmington - Southbridge,1105072106,Geographic HPSA,Primary Care,7,DE,Designated,05/22/1978,,,Geographic Population,12.6,,
Belle Glade/Pahokee,1129991222,Geographic HPSA,Primary Care,0,FL,Withdrawn,03/17/1980,05/10/1993,,Geographic Population,31.4,,
Callahan/Hilliard,1129991229,Geographic HPSA,Primary Care,0,FL,Withdrawn,03/21/1984,11/22/2000,,Geographic Population,11.6,,
Callahan-Hilliard,1127554648,Geographic HPSA,Primary Care,10,FL,Designated,12/09/2010,,,Geographic Population,14.5,,
Chiefland,1129991202,Geographic HPSA,Primary Care,0,FL,Withdrawn,09/11/1978,02/17/1981,,Geographic Population,0,,
Dixie County,1123546169,Geographic HPSA,Primary Care,17,FL,Designated,09/28/1978,,,Geographic Population,18.8,,
Dunbar,112999120B,Geographic HPSA,Primary Care,0,FL,Withdrawn,03/12/1997,11/22/2001,,Geographic Population,35.8,,
East Tampa/Ybor City,1129991254,Geographic HPSA,Primary Care,0,FL,Withdrawn,03/12/1987,02/26/1998,,Geographic Population,39.3,,
Everglades,1129991204,Geographic HPSA,Primary Care,0,FL,Withdrawn,11/17/1978,11/27/2001,,Geographic Population,13.1,,
Franklin County,112037,Geographic HPSA,Primary Care,10,FL,Withdrawn,09/11/1985,06/26/2017,,Geographic Population,16.6,,
Frostproof/Lake Wales,1129991266,Geographic HPSA,Primary Care,0,FL,Withdrawn,04/09/1993,11/27/2001,,Geographic Population,16.2,,
Gadsden County,1123052883,Geographic HPSA,Primary Care,19,FL,Designated,02/13/1981,,,Geographic Population,27.2,,
Glades County,1122852122,Geographic HPSA,Primary Care,18,FL,Designated,09/12/1979,,,Geographic Population,24.2,,
Hendry County,1125786601,Geographic HPSA,Primary Care,16,FL,Designated,09/12/1979,,,Geographic Population,26.8,,
Imokalee/Everglades Service Area,1123722121,Geographic HPSA,Primary Care,15,FL,Designated,03/26/1981,,,Geographic Population,23.1,,
Indiantown Service Area,1128498353,Geographic HPSA,Primary Care,15,FL,Designated,10/16/1986,,,Geographic Population,19.6,,
Jefferson,112065,Geographic HPSA,Primary Care,0,FL,Withdrawn,02/04/1997,04/26/2011,,Geographic Population,,,
Jefferson County,1126559124,Geographic HPSA,Primary Care,17,FL,Designated,10/25/2018,,,Geographic Population,15.8,,
Keystone Heights - Clay,1128096021,Geographic HPSA,Primary Care,14,FL,Designated,07/08/1983,,,Geographic Population,16.1,,
Labelle,112999120C,Geographic HPSA,Primary Care,0,FL,Withdrawn,06/02/1997,02/13/2006,,Geographic Population,17.1,,
Lafayette County,1127716587,Geographic HPSA,Primary Care,15,FL,Designated,09/28/1978,,,Geographic Population,18,,
Lee,112071,Geographic HPSA,Primary Care,0,FL,Withdrawn,06/08/1978,11/22/2001,,Geographic Population,9,,
Liberty County,1121226124,Geographic HPSA,Primary Care,18,FL,Designated,03/17/2004,,,Geographic Population,20,,
Model Cities,1129991230,Geographic HPSA,Primary Care,0,FL,Withdrawn,03/21/1984,09/08/2000,,Geographic Population,34.1,,
Northern Escambia,112999123L,Geographic HPSA,Primary Care,0,FL,Withdrawn,09/26/2001,05/10/2002,,Geographic Population,22.7,,
Northern Santa Rosa,1129991221,Geographic HPSA,Primary Care,0,FL,Withdrawn,03/10/1980,10/02/1995,,Geographic Population,17.8,,
Northwest Escambia,1129991209,Geographic HPSA,Primary Care,0,FL,Withdrawn,07/24/1979,06/10/1994,,Geographic Population,32,,
Northwest Orange and West Orange,1129991205,Geographic HPSA,Primary Care,0,FL,Withdrawn,11/02/1978,10/01/1980,,Geographic Population,0,,
Okeechobee,112093,Geographic HPSA,Primary Care,0,FL,Withdrawn,07/27/1984,05/24/2012,,Geographic Population,,,
Orange,112095,Geographic HPSA,Primary Care,0,FL,Withdrawn,10/01/1980,03/21/1984,,Geographic Population,13,,
Pierson/Seville/Deleon Spring,112999120K,Geographic HPSA,Primary Care,0,FL,Withdrawn,12/04/1997,09/26/2001,,Geographic Population,24.5,,
Polk City/Eva,1129991268,Geographic HPSA,Primary Care,0,FL,Withdrawn,06/15/1993,09/20/1999,,Geographic Population,10.4,,
Seminole,112117,Geographic HPSA,Primary Care,0,FL,Withdrawn,01/08/1980,03/21/1984,,Geographic Population,9,,
Sneads,1129991226,Geographic HPSA,Primary Care,0,FL,Withdrawn,06/26/1981,03/04/1987,,Geographic Population,22,,
Southern Dade (Homestead),1129991207,Geographic HPSA,Primary Care,0,FL,Withdrawn,05/26/1978,03/31/1999,,Geographic Population,23.1,,
Sumter,112119,Geographic HPSA,Primary Care,0,FL,Withdrawn,09/28/1978,03/30/2012,,Geographic Population,,,
Suwannee County,1128881348,Geographic HPSA,Primary Care,19,FL,Designated,09/28/1978,,,Geographic Population,24.1,,
Wakulla County,1125037377,Geographic HPSA,Primary Care,14,FL,Designated,03/09/1983,,,Geographic Population,14.3,,
Washington County,112133,Geographic HPSA,Primary Care,14,FL,Withdrawn,11/16/2005,06/26/2017,,Geographic Population,17.1,,
West Palm Beach,1129991219,Geographic HPSA,Primary Care,0,FL,Withdrawn,10/23/1979,09/20/1999,,Geographic Population,29.1,,
Wynwood,1129991223,Geographic HPSA,Primary Care,0,FL,Withdrawn,04/18/1980,11/26/2001,,Geographic Population,40.8,,
Kosrae State,164005,Geographic HPSA,Primary Care,0,FM,Withdrawn,04/07/1978,11/03/2011,,Geographic Population,,,
Atlanta/Southside,1139991304,Geographic HPSA,Primary Care,0,GA,Withdrawn,04/06/1978,11/03/2011,,Geographic Population,,,
Baker,113007,Geographic HPSA,Primary Care,0,GA,Withdrawn,05/30/1978,04/14/2010,,Geographic Population,,,
Bryan,113029,Geographic HPSA,Primary Care,0,GA,Withdrawn,09/18/1978,06/30/1989,,Geographic Population,19,,
Charlton County,1136902057,Geographic HPSA,Primary Care,12,GA,Designated,11/29/2017,,,Geographic Population,17.9,,
Chattahoochee,113053,Geographic HPSA,Primary Care,0,GA,Withdrawn,07/07/1981,01/28/2009,,Geographic Population,10.6,,
Chattooga,113055,Geographic HPSA,Primary Care,0,GA,Withdrawn,10/05/1978,03/06/2009,,Geographic Population,14,,
Cherokee,113057,Geographic HPSA,Primary Care,0,GA,Withdrawn,05/31/1978,11/03/2011,,Geographic Population,,,
Clinch,113065,Geographic HPSA,Primary Care,0,GA,Withdrawn,06/25/1992,06/28/2010,,Geographic Population,,,
Crawford County,1139056495,Geographic HPSA,Primary Care,13,GA,Designated,05/31/1978,,,Geographic Population,17.3,,
Dade County,1139446402,Geographic HPSA,Primary Care,16,GA,Designated,06/06/2012,,,Geographic Population,13.7,,
Dawson,113085,Geographic HPSA,Primary Care,0,GA,Withdrawn,10/05/1978,11/03/2011,,Geographic Population,,,
Dougherty,113095,Geographic HPSA,Primary Care,0,GA,Withdrawn,05/31/1978,09/22/1982,,Geographic Population,20,,
Effingham,113103,Geographic HPSA,Primary Care,0,GA,Withdrawn,09/18/1978,09/14/2010,,Geographic Population,,,
Fannin/Suches,1139991318,Geographic HPSA,Primary Care,0,GA,Withdrawn,01/26/1981,12/23/1993,,Geographic Population,17.6,,
Fayette,113113,Geographic HPSA,Primary Care,0,GA,Withdrawn,05/31/1978,07/16/1982,,Geographic Population,5,,
Forsyth,113117,Geographic HPSA,Primary Care,0,GA,Withdrawn,02/27/1984,03/14/1995,,Geographic Population,6.8,,
Fort Valley,1139991341,Geographic HPSA,Primary Care,0,GA,Withdrawn,04/09/1993,06/03/1997,,Geographic Population,31.6,,
