HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Primary Care Inc.,126999266Z,Rural Health Clinic,Primary Care,1,MI,Designated,11/22/2013,,Ogemaw County,,,-84.1469299,44.42084591
Spectrum Health Pennock Ob/Gyn - Hastings,12699926RN,Rural Health Clinic,Primary Care,6,MI,Designated,11/28/2016,,Barry County,,,-85.30210927,42.64423704
Spectrum Health Ludington Hospital Ob/Gyn,12699926RL,Rural Health Clinic,Primary Care,2,MI,Designated,11/3/2016,,Mason County,,,-86.42426331,43.96086849
MacKinaw City Medical Clinic,126999263O,Rural Health Clinic,Primary Care,2,MI,Designated,10/11/2013,,Emmet County,,,-84.73223331,45.7759176
Tawas Bay Family Practice,12699926EU,Rural Health Clinic,Primary Care,4,MI,Designated,11/4/2003,,Iosco County,,,-83.51915299,44.266623
Northern Pines Health Center,126999267K,Rural Health Clinic,Primary Care,11,MI,Designated,1/9/2014,,Wexford County,,,-85.69672283,44.50174729
Houghton Medical Arts,126999265L,Rural Health Clinic,Primary Care,0,MI,Withdrawn,10/29/2003,,Houghton County,,,-88.57440889,47.1220628
Family Care Center-White Pigeon,12699926H4,Rural Health Clinic,Primary Care,10,MI,Designated,9/30/2006,,St. Joseph County,,,-85.64323784,41.79693973
Spectrum Health Pennock Family Medicine - Gun Lake,12699926RP,Rural Health Clinic,Primary Care,9,MI,Designated,5/12/2017,,Barry County,,,-85.54091332,42.63087951
Bronson Lakeview Family Care-Lawton,12699926OU,Rural Health Clinic,Primary Care,2,MI,Designated,10/25/2010,,Van Buren County,,,-85.85324205,42.17170069
Spectrum Health Gerber Memorial Family Medical-Grant,126999261I,Rural Health Clinic,Primary Care,1,MI,Designated,5/29/2013,,Newaygo County,,,-85.81177973,43.33538641
Thumb Pediatrics,126999265S,Rural Health Clinic,Primary Care,14,MI,Designated,10/22/2013,,Tuscola County,,,-83.18474932,43.60902296
Gratiot Medical Center,126999266N,Rural Health Clinic,Primary Care,9,MI,Designated,11/1/2013,,Gratiot County,,,-84.60761774,43.29260999
St. Joseph Huron Family Medicine Clinic,126999266L,Rural Health Clinic,Primary Care,12,MI,Designated,11/1/2013,,Iosco County,,,-83.5091916,44.27630279
Family Healthcare of Cass City,12699926QE,Rural Health Clinic,Primary Care,8,MI,Designated,11/10/2014,,Tuscola County,,,-83.18475047,43.60904297
Intercare Community Health,126999263W,Federally Qualified Health Center,Primary Care,17,MI,Designated,10/26/2002,,Van Buren County,,,-86.11320558,42.31276275
Lakeland Family Clinic Benton Harbor,12699926A2,Federally Qualified Health Center Look A Like,Primary Care,15,MI,Designated,9/30/2005,,Berrien County,,,-86.44045052,42.10064063
Jackson Cotton Facility,126999261P,Correctional Facility,Primary Care,0,MI,Withdrawn,12/24/1996,2/20/2002,,,,-84.19669749,44.12519983
Alpena Medical Arts Primary Care,12699926OY,Rural Health Clinic,Primary Care,3,MI,Designated,10/26/2009,,Alpena County,,,-83.46099523,45.07746047
Muskegon Correctional Facility,1267764494,Correctional Facility,Primary Care,3,MI,Designated,3/11/1996,,Muskegon County,,,-86.18463327,43.20905151
Dickinson Family Practice Center-Norway,126999268D,Rural Health Clinic,Primary Care,17,MI,Designated,7/25/2014,,Dickinson County,,,-87.90919027,45.77854948
Charles Egeler Reception and Guidance Center,1269992615,Correctional Facility,Primary Care,0,MI,Withdrawn,12/1/2010,1/25/2011,Jackson County,,,-84.39313878,42.2979509
Hamilton Community Health Network Inc.,126999264L,Federally Qualified Health Center,Primary Care,18,MI,Designated,10/26/2002,,Genesee County,,,-83.69384957,43.05154902
Lakeland Immediate Care Center,12699926F8,Federally Qualified Health Center,Primary Care,17,MI,Designated,9/3/2007,,Cass County,,,-86.01240357,41.9168814
Community Health and Social Services,126999264M,Federally Qualified Health Center,Primary Care,16,MI,Designated,10/26/2002,,Wayne County,,,-83.09675298,42.3094507
Sparrow Medical Group Pediatric Carson City,12699926B1,Rural Health Clinic,Primary Care,6,MI,Designated,2/22/2006,,Montcalm County,,,-84.84399483,43.17573998
Carson City Correctional,126999260R,Correctional Facility,Primary Care,3,MI,Withdrawn,3/11/1996,6/27/2013,Montcalm County,,,-84.86758426,43.16265147
MMC-Kingsford Clinic,12699926F5,Rural Health Clinic,Primary Care,2,MI,Designated,8/20/2007,,Dickinson County,,,-88.07704364,45.80181925
Keweenaw Bay Indian Community,12699926EV,Native American/Tribal Facility/Population,Primary Care,16,MI,Designated,10/26/2002,,Baraga County,,,-88.48797036,46.77951697
Kingston Family Practice,12699926QF,Rural Health Clinic,Primary Care,8,MI,Designated,11/10/2014,,Tuscola County,,,-83.18929487,43.41298745
Center for Obstetrics and Gynecology,12699926RO,Rural Health Clinic,Primary Care,6,MI,Designated,4/27/2017,,Gratiot County,,,-84.66069149,43.3918045
Neighborhood Outreach Access to Health,12699926PN,Federally Qualified Health Center Look A Like,Primary Care,1,MI,Withdrawn,12/11/2011,,Saginaw County,,,-83.9293205,43.431876
Saginaw Cooperative Hospitals-Family Practice,12699926K4,Other Facility,Primary Care,0,MI,Withdrawn,12/12/2007,6/29/2012,Saginaw County,,,-83.9558796,43.42926143
Trinity Health Corporation-Dba Mercy Health-Saint Mary's Community Health Center,126999264A,Federally Qualified Health Center,Primary Care,14,MI,Designated,10/26/2002,,Kent County,,,-85.6640541,42.95858831
Borgess Lee Medical Group - Dowagiac Clinic,12699926PP,Rural Health Clinic,Primary Care,2,MI,Designated,8/22/2012,,Cass County,,,-86.11486508,41.98403649
Calhoun County Health,126999264B,Federally Qualified Health Center,Primary Care,0,MI,Withdrawn,10/26/2002,,Calhoun County,,,-85.17619074,42.31546618
Primary Health Services,12699926OQ,Rural Health Clinic,Primary Care,2,MI,Designated,10/20/2010,,Mason County,,,-86.45405383,43.95543248
Federal Correctional Institution - Waseca,7271183298,Correctional Facility,Mental Health,12,MN,Designated,12/31/2018,,Waseca County,,,-93.50842733,44.06582197
Community Health Service Inc.,7279992733,Federally Qualified Health Center,Mental Health,18,MN,Designated,10/26/2002,,Clay County,,,-96.76700099,46.87065953
Region 7E,7276513050,Geographic HPSA,Mental Health,15,MN,Designated,8/29/2010,,,Geographic Population,9.9,,
Minnesota Correctional Facility/Shakopee,7276639046,Correctional Facility,Mental Health,12,MN,Designated,4/20/2004,,Scott County,,,-93.53894852,44.7917216
Region 5 Mental Health Service Area,7274113689,Geographic HPSA,Mental Health,16,MN,Designated,10/22/2002,,,Geographic Population,13.8,,
Southwest Central Region,7277935658,Geographic HPSA,Mental Health,17,MN,Designated,4/2/2001,,,Geographic Population,10.1,,
Federal Medical Center-Rochester,7277436179,Correctional Facility,Mental Health,12,MN,Proposed For Withdrawal,7/25/2002,,Olmsted County,,,-92.4394021,44.0233269
Brainerd Regional Human Service Center,7279992705,State Mental Hospital,Mental Health,0,MN,Withdrawn,11/30/1993,9/20/1999,,,,-94.20079058,46.34885576
Mental Health Service Area Region 1,7276887497,Geographic HPSA,Mental Health,17,MN,Designated,1/26/2007,,,Geographic Population,12,,
Chisago,727025,Geographic HPSA,Mental Health,0,MN,Withdrawn,4/25/2005,8/30/2010,,Geographic Population,,,
Grand Portage Health Center,727999270B,Native American/Tribal Facility/Population,Mental Health,18,MN,Designated,10/17/2002,,Cook County,,,-89.68157848,47.96678572
Community University Health Care Center,7279992736,Federally Qualified Health Center,Mental Health,15,MN,Designated,10/26/2002,,Hennepin County,,,-93.25226168,44.96242513
Minnesota Correctional Facility/Lino Lakes,7277464748,Correctional Facility,Mental Health,6,MN,Designated,4/20/2004,,Anoka County,,,-93.12224224,45.17845073
Mental Health Region 4,7279740631,Geographic HPSA,Mental Health,16,MN,Withdrawn,5/31/2007,7/2/2018,,Geographic Population,11.7,,
Kanabec,727065,Geographic HPSA,Mental Health,0,MN,Withdrawn,4/21/2005,8/30/2010,,Geographic Population,,,
Minnesota Correctional Facility-Faribault,7278540620,Correctional Facility,Mental Health,15,MN,Designated,4/20/2004,,Rice County,,,-93.25423023,44.28484235
Anoka State Hospital,7270039002,State Mental Hospital,Mental Health,0,MN,Withdrawn,12/13/1982,10/2/1995,,,,-94.20079058,46.34885576
St. Peter/Msop,7278490785,State Mental Hospital,Mental Health,20,MN,Designated,8/15/2013,,Nicollet County,,,-93.97410909,44.30765954
Central Region,7277746155,Geographic HPSA,Mental Health,9,MN,Designated,4/26/2003,,,Geographic Population,11.7,,
PHS Indian Hospital - Red Lake,7279992735,Indian Health Service Facility,Mental Health,14,MN,Designated,10/26/2002,,Beltrami County,,,-95.19570349,47.995368
Minnesota Correctional Facility/Rush City,7272323196,Correctional Facility,Mental Health,15,MN,Designated,4/20/2004,,Chisago County,,,-92.94988251,45.70556209
Fergus Falls Regional Treatment Center,7279992706,State Mental Hospital,Mental Health,0,MN,Withdrawn,8/4/1994,9/15/2000,,,,-94.20079058,46.34885576
Willmar State Hospital,7270679094,State Mental Hospital,Mental Health,0,MN,Withdrawn,6/25/1980,10/2/1995,,,,-94.20079058,46.34885576
Mental Health Service Area Region 2,7279007817,Geographic HPSA,Mental Health,19,MN,Designated,3/20/2007,,,Geographic Population,17.2,,
Region 4,7273162547,High Needs Geographic HPSA,Mental Health,11,MN,Designated,4/13/2018,,,Geographic Population,10.9,,
Austin-Owatonna,7279992714,Geographic HPSA,Mental Health,0,MN,Withdrawn,3/23/2001,5/21/2007,,Geographic Population,9.5,,
Minnesota Correctional Facility-Stillwater,7278594429,Correctional Facility,Mental Health,3,MN,Designated,4/20/2004,,Washington County,,,-92.78672888,45.02697809
Ridgeview Henderson Clinic,727999276U,Rural Health Clinic,Mental Health,15,MN,Designated,5/26/2017,,Sibley County,,,-93.90707982,44.52814365
Albany Medical Center,7279992747,Rural Health Clinic,Mental Health,0,MN,Designated,1/25/2005,,Stearns County,,,-94.56619901,45.63966547
Open Door Health Center,7279992766,Federally Qualified Health Center,Mental Health,17,MN,Designated,3/1/2009,,Blue Earth County,,,-93.96916031,44.16361339
Ne-Ia-Shing Clinic,727999276J,Native American/Tribal Facility/Population,Mental Health,20,MN,Designated,5/15/2012,,Mille Lacs County,,,-93.75165709,46.17855992
St. Peter Hospital,7271389609,State Mental Hospital,Mental Health,12,MN,Designated,7/23/2018,,Nicollet County,,,-93.97410909,44.30765954
Bois Forte Tribal Clinic,727999276K,Native American/Tribal Facility/Population,Mental Health,23,MN,Designated,10/26/2012,,St. Louis County,,,-93.09544464,48.11012043
Minnesota Correctional Facility - Oak Park Heights,727999276C,Correctional Facility,Mental Health,3,MN,Proposed For Withdrawal,1/6/2011,,Washington County,,,-92.8071831,45.02508083
Indian Health Board,7279992737,Federally Qualified Health Center,Mental Health,14,MN,Designated,10/26/2002,,Hennepin County,,,-93.25526399,44.95909254
Mental Health Service Area Region 3-Arrowhead,7271654092,Geographic HPSA,Mental Health,12,MN,Designated,4/24/2017,,,Geographic Population,15.5,,
Lake Superior Community Health Center,7279992734,Federally Qualified Health Center,Mental Health,22,MN,Designated,10/26/2002,,St. Louis County,,,-92.15624969,46.74811867
Open Door Health Center,7279992757,Federally Qualified Health Center Look A Like,Mental Health,0,MN,Withdrawn,4/30/2007,,Blue Earth County,,,-93.96916031,44.16361339
Region 3,7279992704,Geographic HPSA,Mental Health,15,MN,Withdrawn,6/2/1993,6/26/2017,,Geographic Population,11.2,,
Kittson Memorial Clinic of Karlstad,727999276V,Rural Health Clinic,Mental Health,17,MN,Designated,5/11/2018,,Kittson County,,,-96.52204068,48.57566076
Cass Lake Indian Heath Service Hospital,7279992748,Indian Health Service Facility,Mental Health,14,MN,Designated,10/26/2002,,Cass County,,,-94.60831402,47.3841025
Minnesota Correctional Facility/Moose Lake,7277942736,Correctional Facility,Mental Health,12,MN,Designated,4/20/2004,,Carlton County,,,-92.76208981,46.43778032
Albany Medical Center,6279992771,Rural Health Clinic,Dental Health,0,MN,Designated,1/25/2005,,Stearns County,,,-94.56619901,45.63966547
Ridgeview Arlington Clinic,7279992762,Rural Health Clinic,Mental Health,21,MN,Designated,11/26/2007,,Sibley County,,,-94.22070846,44.55442392
Federal Correctional Institution - Sandstone,7279992768,Correctional Facility,Mental Health,18,MN,Withdrawn,11/17/2009,6/27/2013,Pine County,,,-92.8455436,46.11698576
Mille Lacs Health System-Isle,7279992749,Rural Health Clinic,Mental Health,14,MN,Designated,1/1/2005,,Mille Lacs County,,,-93.46548222,46.1363325
Chokio Medical Center,727999276E,Rural Health Clinic,Mental Health,13,MN,Designated,1/28/2011,,Stevens County,,,-96.17406267,45.57657496
Ridgeview Arlington Clinic,6279992781,Rural Health Clinic,Dental Health,14,MN,Designated,11/26/2007,,Sibley County,,,-94.22070846,44.55442392
Ne-Ia-Shing Clinic,62799927A0,Native American/Tribal Facility/Population,Dental Health,13,MN,Designated,5/15/2012,,Mille Lacs County,,,-93.75165709,46.17855992
Low Income-Beltrami County,6279867677,HPSA Population,Dental Health,19,MN,Designated,6/5/2001,,,Low Income Population HPSA,20.4,,
South Central Region,7271395561,Geographic HPSA,Mental Health,16,MN,Designated,5/31/2007,,,Geographic Population,12.4,,
Low Income-Westbrook Rational Service Area 71,6279992734,HPSA Population,Dental Health,13,MN,Withdrawn,6/6/2001,7/2/2018,,Low Income Population HPSA,9.1,,
Moose Lake/Msop,7272197961,State Mental Hospital,Mental Health,16,MN,Designated,8/15/2013,,Carlton County,,,-92.766912,46.44937187
Pine,727115,Geographic HPSA,Mental Health,0,MN,Withdrawn,6/18/1999,8/30/2010,,Geographic Population,,,
Isanti/Mille Lacs,7279992745,Geographic HPSA,Mental Health,0,MN,Withdrawn,4/25/2005,8/30/2010,,Geographic Population,,,
Sawtooth Mountain Clinic,7279992739,Federally Qualified Health Center,Mental Health,6,MN,Designated,10/26/2002,,Cook County,,,-89.68157848,47.96678572
Low Income-Hubbard County,6279992741,HPSA Population,Dental Health,7,MN,Withdrawn,7/20/2001,6/26/2017,,Low Income Population HPSA,9.7,,
Northpoint Health and Wellness Center,7279992751,Federally Qualified Health Center,Mental Health,19,MN,Designated,1/1/2006,,Hennepin County,,,-93.30826083,44.992557
Low Income - Columbia Heights and Hilltop,6279992724,HPSA Population,Dental Health,0,MN,Withdrawn,5/9/2001,11/3/2011,,Low Income Population HPSA,,,
Leech Lake Band of Ojibwe,727999276G,Native American/Tribal Facility/Population,Mental Health,20,MN,Designated,7/20/2011,,Cass County,,,-94.63052525,47.38226751
Minnesota Correctional Facility - St Cloud,7279992726,Correctional Facility,Mental Health,15,MN,Proposed For Withdrawal,4/20/2004,,Sherburne County,,,-94.11537667,45.54104202
West Yellow Medicine County,627999270C,Geographic HPSA,Dental Health,11,MN,Withdrawn,4/22/2013,7/2/2018,,Geographic Population,15.9,,
Littlefork/Big Falls,6279992710,Geographic HPSA,Dental Health,0,MN,Withdrawn,4/27/1999,6/5/2001,,Geographic Population,14.9,,
Low Income - Todd County,6275069286,HPSA Population,Dental Health,15,MN,Designated,12/3/2009,,,Low Income Population HPSA,16,,
Health Start,7279992744,Federally Qualified Health Center,Mental Health,0,MN,Withdrawn,10/26/2002,,Ramsey County,,,-93.10371313,44.95918533
Leech Lake Reservation (Simplified),6279992746,HPSA Population,Dental Health,0,MN,Withdrawn,9/28/2001,9/1/2005,,Native American Population HPSA,24,,
Ridgeview Winthrop Clinic,727999276T,Rural Health Clinic,Mental Health,15,MN,Designated,5/26/2017,,Sibley County,,,-94.37038684,44.53524657
Low Income - Red Lake County,6279282762,HPSA Population,Dental Health,7,MN,Designated,5/9/2001,,,Low Income Population HPSA,11.8,,
Low Income - Swift County,6279992727,HPSA Population,Dental Health,15,MN,Withdrawn,5/14/2001,7/2/2018,,Low Income Population HPSA,10.4,,
Marshall County,6279992738,HPSA Population,Dental Health,12,MN,Withdrawn,6/21/2001,1/8/2013,,Low Income Population HPSA,,,
Ridgeview Gaylord Clinic,727999276S,Rural Health Clinic,Mental Health,15,MN,Designated,5/26/2017,,Sibley County,,,-94.21786388,44.55849804
Minnesota Correctional Facility - Faribault,6277251594,Correctional Facility,Dental Health,3,MN,Designated,3/5/2013,,Rice County,,,-93.25271483,44.284793
Low Income - Wilkin County,6279992739,HPSA Population,Dental Health,4,MN,Withdrawn,6/25/2001,6/25/2014,,Low Income Population HPSA,,,
Mille Lacs Band of Ojibwe Behavioral Health,727999276B,Native American/Tribal Facility/Population,Mental Health,14,MN,Designated,10/27/2002,,Mille Lacs County,,,-93.77169236,46.201383
Low Income - Nobles County,6272025122,HPSA Population,Dental Health,16,MN,Designated,12/2/2009,,,Low Income Population HPSA,16.2,,
Henning Medical Clinic,727999270C,Rural Health Clinic,Mental Health,21,MN,Designated,10/11/2013,,Otter Tail County,,,-95.44661579,46.32224567
Low Income - West Ottertail County,6279992742,HPSA Population,Dental Health,0,MN,Withdrawn,7/27/2001,10/11/2006,,Low Income Population HPSA,12.4,,
White Earth PHS Indian Hospital,7279992750,Indian Health Service Facility,Mental Health,22,MN,Designated,7/27/2006,,Becker County,,,-95.85719492,47.09296612
Low Income - Pope County,627999279M,HPSA Population,Dental Health,10,MN,Withdrawn,2/17/2011,7/2/2018,,Low Income Population HPSA,9.6,,
Westside Community Health Center,7279992725,Federally Qualified Health Center,Mental Health,14,MN,Designated,1/13/2004,,Ramsey County,,,-93.07849642,44.93003466
Low Income - Yellow Medicine County,6279992725,HPSA Population,Dental Health,10,MN,Withdrawn,5/11/2001,4/22/2013,,Low Income Population HPSA,,,
Low Income - Grand Rapids Rational Service Area 76,6274074910,HPSA Population,Dental Health,15,MN,Designated,12/2/2010,,,Low Income Population HPSA,13.2,,
Cedar Riverside People's Center,7279992752,Federally Qualified Health Center,Mental Health,20,MN,Designated,9/30/2003,,Hennepin County,,,-93.24405115,44.96915767
Low Income-Ely,6275790007,HPSA Population,Dental Health,7,MN,Designated,11/20/2003,,,Low Income Population HPSA,11.9,,
Low Income-Aurora/Hoyt Lakes,627999279H,HPSA Population,Dental Health,14,MN,Withdrawn,12/6/2010,10/2/2013,,Low Income Population HPSA,,,
Riverview,6279992701,Geographic HPSA,Dental Health,0,MN,Withdrawn,5/30/1979,4/30/1980,,Geographic Population,0,,
