HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Caldwell,129025,Geographic HPSA,Primary Care,0,MO,Withdrawn,04/18/2006,04/12/2010,,Geographic Population,,,
Callaway County,129027,Geographic HPSA,Primary Care,10,MO,Withdrawn,06/27/2012,07/02/2018,,Geographic Population,,,
Carter County,129035,Geographic HPSA,Primary Care,17,MO,Withdrawn,10/15/1979,07/02/2018,,Geographic Population,25.2,,
Cedar,129039,Geographic HPSA,Primary Care,0,MO,Withdrawn,02/16/2006,06/02/2009,,Geographic Population,17.3,,
Chariton County,1295383396,Geographic HPSA,Primary Care,10,MO,Designated,02/01/2013,,,Geographic Population,16.8,,
Dallas County,129059,Geographic HPSA,Primary Care,15,MO,Withdrawn,03/26/1981,07/02/2018,,Geographic Population,17.8,,
Daviess County,1297573690,Geographic HPSA,Primary Care,12,MO,Designated,12/18/2007,,,Geographic Population,15.9,,
Dekalb County,129063,Geographic HPSA,Primary Care,7,MO,Withdrawn,06/18/2013,07/02/2018,,Geographic Population,,,
Douglas County,129067,Geographic HPSA,Primary Care,11,MO,Withdrawn,11/18/2005,07/02/2018,,Geographic Population,17,,
East Central St. Louis,1299992920,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/19/1984,06/13/1988,,Geographic Population,0,,
East Prairie,1299992931,Geographic HPSA,Primary Care,0,MO,Withdrawn,10/03/1986,10/15/1992,,Geographic Population,31.6,,
Festus/De Soto,1299992915,Geographic HPSA,Primary Care,10,MO,Withdrawn,03/19/1984,06/25/2014,,Geographic Population,,,
Fulton,1299992933,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/31/1988,10/02/1995,,Geographic Population,0,,
Garden City,1299992911,Geographic HPSA,Primary Care,0,MO,Withdrawn,01/22/1980,03/08/1985,,Geographic Population,10,,
Harrison,129081,Geographic HPSA,Primary Care,0,MO,Withdrawn,06/07/1978,04/10/2009,,Geographic Population,13,,
Hickory County,1291801131,Geographic HPSA,Primary Care,16,MO,Designated,02/22/2006,,,Geographic Population,24,,
Holt County,1292313907,Geographic HPSA,Primary Care,10,MO,Designated,11/04/1983,,,Geographic Population,12.1,,
Howard County,129089,Geographic HPSA,Primary Care,15,MO,Withdrawn,10/01/2013,07/02/2018,,Geographic Population,,,
Jefferson,129099,Geographic HPSA,Primary Care,0,MO,Withdrawn,05/12/1978,03/19/1984,,Geographic Population,6,,
Kinloch/Berkeley/Jennings,129999290N,Geographic HPSA,Primary Care,14,MO,Withdrawn,12/17/2013,07/02/2018,,Geographic Population,,,
Lafayette County,129107,Geographic HPSA,Primary Care,11,MO,Withdrawn,03/15/2001,07/02/2018,,Geographic Population,8,,
Lewis County,1296278160,Geographic HPSA,Primary Care,11,MO,Designated,08/22/2002,,,Geographic Population,11.5,,
Lincoln,1299992923,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/19/1984,08/05/1988,,Geographic Population,0,,
Lincoln,129113,Geographic HPSA,Primary Care,7,MO,Withdrawn,03/19/1993,08/14/2012,,Geographic Population,,,
Maries County,129125,Geographic HPSA,Primary Care,10,MO,Withdrawn,01/11/2013,07/02/2018,,Geographic Population,,,
McDonald,129119,Geographic HPSA,Primary Care,15,MO,Withdrawn,05/03/1978,02/08/2013,,Geographic Population,,,
Mercer County,1299664317,Geographic HPSA,Primary Care,12,MO,Designated,03/28/2006,,,Geographic Population,18,,
Miller County,129131,Geographic HPSA,Primary Care,13,MO,Withdrawn,01/18/2013,07/02/2018,,Geographic Population,,,
Mississippi,129133,Geographic HPSA,Primary Care,0,MO,Withdrawn,02/03/2006,10/13/2009,,Geographic Population,26.1,,
Moniteau County,129135,Geographic HPSA,Primary Care,9,MO,Withdrawn,03/14/2001,07/02/2018,,Geographic Population,10,,
New Madrid,1299992932,Geographic HPSA,Primary Care,0,MO,Withdrawn,11/30/1987,08/05/1994,,Geographic Population,29.6,,
New Madrid County,129143,Geographic HPSA,Primary Care,18,MO,Withdrawn,10/17/1979,07/02/2018,,Geographic Population,22.1,,
Oregon,129149,Geographic HPSA,Primary Care,15,MO,Withdrawn,05/03/1978,02/01/2013,,Geographic Population,,,
Osage County,129151,Geographic HPSA,Primary Care,12,MO,Withdrawn,06/27/2012,07/02/2018,,Geographic Population,,,
Osage Prairie,1299992909,Geographic HPSA,Primary Care,0,MO,Withdrawn,06/07/1978,03/21/1984,,Geographic Population,32,,
Ozark County,129153,Geographic HPSA,Primary Care,11,MO,Withdrawn,05/03/1978,06/26/2017,,Geographic Population,21,,
Potosi,1299992918,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/19/1984,03/08/1985,,Geographic Population,21,,
Pulaski,129169,Geographic HPSA,Primary Care,9,MO,Withdrawn,06/07/1978,01/23/2009,,Geographic Population,,,
Putnam,129171,Geographic HPSA,Primary Care,0,MO,Withdrawn,10/31/1979,03/09/2009,,Geographic Population,16,,
Ralls County,129173,Geographic HPSA,Primary Care,12,MO,Withdrawn,05/18/2010,10/01/2013,,Geographic Population,,,
Ray County,129177,Geographic HPSA,Primary Care,6,MO,Withdrawn,03/16/2001,07/02/2018,,Geographic Population,6,,
Reynolds County,129179,Geographic HPSA,Primary Care,15,MO,Withdrawn,10/17/1979,07/02/2018,,Geographic Population,19.8,,
Richard Cabot,1299992910,Geographic HPSA,Primary Care,0,MO,Withdrawn,12/14/1979,06/21/1991,,Geographic Population,21,,
Savannah,1299992934,Geographic HPSA,Primary Care,0,MO,Withdrawn,08/05/1988,09/03/1996,,Geographic Population,15.4,,
Schuyler County,129197,Geographic HPSA,Primary Care,19,MO,Withdrawn,07/21/2010,07/02/2018,,Geographic Population,,,
Shannon,1299992912,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/26/1981,03/19/1984,,Geographic Population,38,,
Shannon County,129203,Geographic HPSA,Primary Care,18,MO,Withdrawn,05/03/1978,07/02/2018,,Geographic Population,27.2,,
Shelby County,1296108688,Geographic HPSA,Primary Care,17,MO,Designated,03/29/2013,,,Geographic Population,16.4,,
Shelby County,129205,Geographic HPSA,Primary Care,0,MO,Withdrawn,02/16/2006,06/02/2009,,Geographic Population,16,,
Southern Gasconade,1299992905,Geographic HPSA,Primary Care,0,MO,Withdrawn,10/17/1979,08/05/1988,,Geographic Population,12,,
St Charles,129183,Geographic HPSA,Primary Care,0,MO,Withdrawn,05/12/1978,02/09/1983,,Geographic Population,4,,
St. Genevieve,129186,Geographic HPSA,Primary Care,0,MO,Withdrawn,03/14/2001,03/12/2012,,Geographic Population,,,
Ste Genevieve,1299992936,Geographic HPSA,Primary Care,0,MO,Withdrawn,08/21/1991,12/31/1996,,Geographic Population,12.2,,
Steele,1299992914,Geographic HPSA,Primary Care,0,MO,Withdrawn,07/15/1983,03/12/1987,,Geographic Population,33,,
Stone County,129209,Geographic HPSA,Primary Care,16,MO,Withdrawn,04/18/2003,07/02/2018,,Geographic Population,12.7,,
Sweet Springs,1299992903,Geographic HPSA,Primary Care,0,MO,Withdrawn,06/29/1979,03/19/1984,,Geographic Population,0,,
Warren County Primary Care,129219,Geographic HPSA,Primary Care,12,MO,Withdrawn,05/16/1980,11/20/2013,,Geographic Population,,,
Warrensburg,1299992913,Geographic HPSA,Primary Care,0,MO,Withdrawn,04/12/1983,03/19/1984,,Geographic Population,14,,
Washington,129221,Geographic HPSA,Primary Care,0,MO,Withdrawn,10/17/1979,02/11/2009,,Geographic Population,20.8,,
Wayne,129223,Geographic HPSA,Primary Care,0,MO,Withdrawn,10/17/1979,06/02/2009,,Geographic Population,21.5,,
Webster,129225,Geographic HPSA,Primary Care,11,MO,Withdrawn,02/25/2003,04/16/2013,,Geographic Population,,,
Gasconade County,129073,High Needs Geographic HPSA,Primary Care,5,MO,Withdrawn,02/20/2001,06/26/2017,,Geographic Population,9,,
Iron County,1293130322,High Needs Geographic HPSA,Primary Care,14,MO,Designated,01/31/2013,,,Geographic Population,22,,
Commonwealth Northern Mariana Islands,1691497587,Geographic HPSA,Primary Care,17,MP,Designated,01/01/1984,,,Geographic Population,52.3,,
Attala,128007,Geographic HPSA,Primary Care,0,MS,Withdrawn,07/07/1978,08/18/2009,,Geographic Population,21.8,,
Bolivar,128011,Geographic HPSA,Primary Care,0,MS,Withdrawn,03/14/1984,05/07/1987,,Geographic Population,41,,
Choctaw,128019,Geographic HPSA,Primary Care,0,MS,Withdrawn,06/13/1979,11/24/2008,,Geographic Population,24.7,,
Coahoma,128027,Geographic HPSA,Primary Care,0,MS,Withdrawn,06/02/1988,07/25/2011,,Geographic Population,,,
De Soto,128033,Geographic HPSA,Primary Care,0,MS,Withdrawn,05/01/1979,11/03/2011,,Geographic Population,,,
East Biloxi,1289992803,Geographic HPSA,Primary Care,0,MS,Withdrawn,05/30/1979,06/13/1984,,Geographic Population,17,,
East Leaf River,1289992837,Geographic HPSA,Primary Care,0,MS,Withdrawn,05/18/1993,09/06/2011,,Geographic Population,,,
George,128039,Geographic HPSA,Primary Care,0,MS,Withdrawn,05/10/1978,11/03/2011,,Geographic Population,,,
Greene County,1284446513,Geographic HPSA,Primary Care,15,MS,Designated,06/13/1979,,,Geographic Population,16.9,,
Grenada,128043,Geographic HPSA,Primary Care,0,MS,Withdrawn,12/18/1984,06/02/1988,,Geographic Population,0,,
Hancock County,1281722045,Geographic HPSA,Primary Care,9,MS,Designated,06/14/2004,,,Geographic Population,19.8,,
Hernando,1289992835,Geographic HPSA,Primary Care,0,MS,Withdrawn,09/30/1992,05/30/1997,,Geographic Population,16,,
Hollandale,1289992831,Geographic HPSA,Primary Care,0,MS,Withdrawn,08/29/1989,05/17/1994,,Geographic Population,51.4,,
Jackson Inner-City,1289992809,Geographic HPSA,Primary Care,0,MS,Withdrawn,09/28/1978,02/27/2006,,Geographic Population,43.3,,
Jasper County,1286813517,Geographic HPSA,Primary Care,15,MS,Designated,06/30/1978,,,Geographic Population,22.2,,
Lamar County,1286817313,Geographic HPSA,Primary Care,14,MS,Designated,06/13/1979,,,Geographic Population,16,,
Lowndes,128087,Geographic HPSA,Primary Care,0,MS,Withdrawn,07/07/1978,06/13/1984,,Geographic Population,22,,
Lumberton/Purvis,1289992834,Geographic HPSA,Primary Care,0,MS,Withdrawn,06/18/1991,12/31/1996,,Geographic Population,22.6,,
Madison,128089,Geographic HPSA,Primary Care,0,MS,Withdrawn,05/02/1978,11/03/2011,,Geographic Population,,,
N. Gulfport,1289992804,Geographic HPSA,Primary Care,0,MS,Withdrawn,05/30/1979,06/13/1984,,Geographic Population,0,,
Newton County,1284955324,Geographic HPSA,Primary Care,16,MS,Designated,06/30/1978,,,Geographic Population,21.7,,
North Natchez,1289992838,Geographic HPSA,Primary Care,0,MS,Withdrawn,06/10/1994,09/15/2000,,Geographic Population,45.4,,
Pontotoc,128115,Geographic HPSA,Primary Care,0,MS,Withdrawn,06/13/1979,06/18/1991,,Geographic Population,17.2,,
Puckett,1289992827,Geographic HPSA,Primary Care,0,MS,Withdrawn,10/30/1987,01/31/1999,,Geographic Population,13.4,,
Rosedale,1289992819,Geographic HPSA,Primary Care,0,MS,Withdrawn,09/14/1982,09/30/1992,,Geographic Population,50,,
Tate County,1283874083,Geographic HPSA,Primary Care,13,MS,Designated,05/01/1979,,,Geographic Population,17.1,,
Utica,1289992810,Geographic HPSA,Primary Care,0,MS,Withdrawn,09/28/1978,02/27/2006,,Geographic Population,17.2,,
Vaiden,1289992882,Geographic HPSA,Primary Care,14,MS,Withdrawn,09/07/2005,11/08/2013,,Geographic Population,,,
Vancleave/Moss Point,1289992844,Geographic HPSA,Primary Care,0,MS,Withdrawn,09/08/2000,08/26/2005,,Geographic Population,16.4,,
Wade-Hurley,1289992818,Geographic HPSA,Primary Care,0,MS,Withdrawn,07/15/1982,10/30/1992,,Geographic Population,14.2,,
West Jackson Inner City,1289992842,Geographic HPSA,Primary Care,0,MS,Withdrawn,06/30/2000,02/27/2006,,Geographic Population,36.4,,
Amite County,1289525957,High Needs Geographic HPSA,Primary Care,18,MS,Designated,09/01/2004,,,Geographic Population,26.1,,
Benton County,1281092923,High Needs Geographic HPSA,Primary Care,19,MS,Designated,06/13/1979,,,Geographic Population,21.5,,
Bolivar County,1282847273,High Needs Geographic HPSA,Primary Care,17,MS,Designated,12/21/2016,,,Geographic Population,34.7,,
Calhoun County,1287092962,High Needs Geographic HPSA,Primary Care,19,MS,Designated,01/17/1980,,,Geographic Population,25.3,,
Carroll County,1284586054,High Needs Geographic HPSA,Primary Care,21,MS,Designated,11/08/2013,,,Geographic Population,22.1,,
Chickasaw County,1285999396,High Needs Geographic HPSA,Primary Care,15,MS,Designated,09/01/1978,,,Geographic Population,25.4,,
Claiborne County,1283090367,High Needs Geographic HPSA,Primary Care,21,MS,Designated,06/28/1978,,,Geographic Population,36.3,,
Clarke County,1283226657,High Needs Geographic HPSA,Primary Care,16,MS,Designated,09/08/1981,,,Geographic Population,24.1,,
Clay County,1281486205,High Needs Geographic HPSA,Primary Care,12,MS,Designated,07/07/1978,,,Geographic Population,27.4,,
Copiah County,1289522194,High Needs Geographic HPSA,Primary Care,18,MS,Designated,09/10/1984,,,Geographic Population,26.7,,
Covington County,1281770881,High Needs Geographic HPSA,Primary Care,17,MS,Designated,08/04/1978,,,Geographic Population,28.3,,
Holmes County,1288372613,High Needs Geographic HPSA,Primary Care,19,MS,Designated,06/13/1979,,,Geographic Population,43.9,,
Humphreys County,1284745496,High Needs Geographic HPSA,Primary Care,24,MS,Designated,06/13/1979,,,Geographic Population,40.5,,
Issaquena/Sharkey Counties,1287039725,High Needs Geographic HPSA,Primary Care,15,MS,Designated,03/14/1984,,,Geographic Population,32.1,,
Jefferson County,1283474774,High Needs Geographic HPSA,Primary Care,18,MS,Designated,01/25/1980,,,Geographic Population,47.9,,
Jefferson Davis County,1283984114,High Needs Geographic HPSA,Primary Care,20,MS,Designated,06/13/1979,,,Geographic Population,28.8,,
Kemper County,1282189344,High Needs Geographic HPSA,Primary Care,23,MS,Designated,06/13/1979,,,Geographic Population,30.6,,
Lawrence County,1283296389,High Needs Geographic HPSA,Primary Care,16,MS,Designated,06/13/1979,,,Geographic Population,19.5,,
Leake County,1282293666,High Needs Geographic HPSA,Primary Care,21,MS,Designated,06/13/1979,,,Geographic Population,27.3,,
Leflore County,1286675015,High Needs Geographic HPSA,Primary Care,18,MS,Designated,09/01/1978,,,Geographic Population,41,,
Marion County,1287833574,High Needs Geographic HPSA,Primary Care,14,MS,Designated,07/07/1978,,,Geographic Population,30.1,,
Marshall County,1286054224,High Needs Geographic HPSA,Primary Care,15,MS,Designated,06/13/1979,,,Geographic Population,19.3,,
McComb/Magnolia,1285030020,High Needs Geographic HPSA,Primary Care,16,MS,Designated,09/14/2005,,,Geographic Population,33.2,,
Monroe County,1285178468,High Needs Geographic HPSA,Primary Care,18,MS,Designated,12/14/2011,,,Geographic Population,21.3,,
Montgomery County,1284675450,High Needs Geographic HPSA,Primary Care,22,MS,Designated,08/08/2007,,,Geographic Population,27.3,,
Neshoba County,1282375512,High Needs Geographic HPSA,Primary Care,18,MS,Designated,06/13/1979,,,Geographic Population,22.6,,
Noxubee County,1282305523,High Needs Geographic HPSA,Primary Care,17,MS,Designated,06/13/1979,,,Geographic Population,35,,
Panola County,1286656617,High Needs Geographic HPSA,Primary Care,17,MS,Designated,09/30/1992,,,Geographic Population,24.6,,
Pearl River County,1286449871,High Needs Geographic HPSA,Primary Care,12,MS,Designated,09/30/1992,,,Geographic Population,21.9,,
Perry County,1285354707,High Needs Geographic HPSA,Primary Care,16,MS,Designated,06/13/1979,,,Geographic Population,20.8,,
Prentiss County,1289332527,High Needs Geographic HPSA,Primary Care,14,MS,Designated,01/22/1980,,,Geographic Population,23.4,,
Quitman County,1281185195,High Needs Geographic HPSA,Primary Care,21,MS,Designated,02/08/1979,,,Geographic Population,38.6,,
Scott County,1281255249,High Needs Geographic HPSA,Primary Care,17,MS,Designated,06/30/1978,,,Geographic Population,25.2,,
Smith County,1286908589,High Needs Geographic HPSA,Primary Care,20,MS,Designated,06/13/1979,,,Geographic Population,22.7,,
Sunflower County,1283202773,High Needs Geographic HPSA,Primary Care,17,MS,Designated,06/13/1979,,,Geographic Population,35.7,,
Tallahatchie County,1283523489,High Needs Geographic HPSA,Primary Care,20,MS,Designated,06/13/1979,,,Geographic Population,28.5,,
Tippah County,1282261618,High Needs Geographic HPSA,Primary Care,21,MS,Designated,06/13/1979,,,Geographic Population,24.9,,
Tishomingo County,1287827169,High Needs Geographic HPSA,Primary Care,9,MS,Designated,02/09/2006,,,Geographic Population,16.6,,
Tunica County,1289001863,High Needs Geographic HPSA,Primary Care,20,MS,Designated,06/13/1979,,,Geographic Population,29.5,,
Walthall County,1287416346,High Needs Geographic HPSA,Primary Care,9,MS,Designated,02/02/2005,,,Geographic Population,24.5,,
Washington County,1284537078,High Needs Geographic HPSA,Primary Care,21,MS,Designated,01/17/1980,,,Geographic Population,37.5,,
Wayne County,1286111063,High Needs Geographic HPSA,Primary Care,13,MS,Designated,03/14/1984,,,Geographic Population,29.5,,
Webster County,1288207482,High Needs Geographic HPSA,Primary Care,13,MS,Designated,09/01/2004,,,Geographic Population,22.6,,
Wilkinson County,1286190806,High Needs Geographic HPSA,Primary Care,15,MS,Designated,08/17/1989,,,Geographic Population,28.3,,
Winston County,1284949848,High Needs Geographic HPSA,Primary Care,23,MS,Designated,06/13/1979,,,Geographic Population,30.2,,
Yalobusha County,1287914863,High Needs Geographic HPSA,Primary Care,17,MS,Designated,07/07/1978,,,Geographic Population,22.2,,
Yazoo County,1288697597,High Needs Geographic HPSA,Primary Care,20,MS,Designated,06/13/1979,,,Geographic Population,36.1,,
Babb-Browning,1309993006,Geographic HPSA,Primary Care,0,MT,Withdrawn,05/24/1978,03/14/1984,,Geographic Population,0,,
Baker (MT/ND),1309993017,Geographic HPSA,Primary Care,0,MT,Withdrawn,10/30/1987,12/31/1996,,Geographic Population,8.4,,
Big Horn,130003,Geographic HPSA,Primary Care,0,MT,Withdrawn,05/24/1978,06/29/2012,,Geographic Population,,,
Big Sandy,1309993089,Geographic HPSA,Primary Care,15,MT,Withdrawn,11/28/2007,07/02/2018,,Geographic Population,31.5,,
Big Sandy,1309993024,Geographic HPSA,Primary Care,0,MT,Withdrawn,11/17/1993,11/27/2001,,Geographic Population,13.1,,
Boulder,1309993007,Geographic HPSA,Primary Care,0,MT,Withdrawn,05/24/1978,10/02/1995,,Geographic Population,8,,
Bridger,1309993028,Geographic HPSA,Primary Care,16,MT,Withdrawn,06/24/1997,06/27/2013,,Geographic Population,,,
Broadwater County,1307200446,Geographic HPSA,Primary Care,14,MT,Withdrawn,07/20/2017,07/02/2018,,Geographic Population,9.9,,
Broadwater County,130007,Geographic HPSA,Primary Care,12,MT,Withdrawn,06/24/1997,07/02/2018,,Geographic Population,10.3,,
Carbon,130009,Geographic HPSA,Primary Care,0,MT,Withdrawn,09/06/1990,10/02/1995,,Geographic Population,12,,
Carter and Fallon County,1306640102,Geographic HPSA,Primary Care,15,MT,Designated,12/22/2017,,,Geographic Population,7.5,,
Chester,1309993001,Geographic HPSA,Primary Care,0,MT,Withdrawn,05/24/1978,10/02/1995,,Geographic Population,16,,
Choteau County,1307012953,Geographic HPSA,Primary Care,19,MT,Designated,12/18/2017,,,Geographic Population,21.6,,
Choteau Service Area,1309993009,Geographic HPSA,Primary Care,0,MT,Withdrawn,02/18/1988,05/01/2012,,Geographic Population,,,
Chouteau,130015,Geographic HPSA,Primary Care,0,MT,Withdrawn,10/06/1988,11/17/1993,,Geographic Population,16.4,,
Conrad,1309993029,Geographic HPSA,Primary Care,0,MT,Withdrawn,09/11/1997,05/15/2012,,Geographic Population,,,
Culbertson,1309993021,Geographic HPSA,Primary Care,0,MT,Withdrawn,07/31/1991,06/29/2012,,Geographic Population,,,
Daniels,130019,Geographic HPSA,Primary Care,0,MT,Withdrawn,09/21/1981,11/06/2008,,Geographic Population,16.7,,
Daniels County,1308668547,Geographic HPSA,Primary Care,9,MT,Designated,08/03/2017,,,Geographic Population,6.7,,
Dawson,130021,Geographic HPSA,Primary Care,0,MT,Withdrawn,02/02/2001,06/29/2012,,Geographic Population,,,
Deer Lodge,1309993014,Geographic HPSA,Primary Care,0,MT,Withdrawn,08/05/1985,10/02/1995,,Geographic Population,11.5,,
Eureka,1309993023,Geographic HPSA,Primary Care,0,MT,Withdrawn,03/26/1992,02/09/2007,,Geographic Population,21.8,,
Fallon,1309993027,Geographic HPSA,Primary Care,0,MT,Withdrawn,09/30/1996,05/17/2012,,Geographic Population,,,
